Sequence Name,Sequence Description,Blast Top Hit Description (HSP),Blast Min E-Value,Blast Hit Taxonomy Name,Annotation GO ID,Annotation GO Term,Enzyme Code,Enzyme Name,InterPro Accession,InterPro Name
Xele.ptg000003l.1467_1,RecName: Full=Glutathione S-transferase U8; Short=AtGSTU8; AltName: Full=GST class-tau member 8 [Arabidopsis thaliana],sp|Q9SR36.1|RecName: Full=Glutathione S-transferase U8 Short=AtGSTU8 AltName: Full=GST class-tau member 8 [Arabidopsis thaliana],2.8E-67,Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana,GO:0004364;GO:0005515;GO:0005634;GO:0005737;GO:0006749;GO:0006979;GO:0009407;GO:0009409;GO:0009629;GO:0009635;GO:0009651;GO:0009704;GO:0009751;GO:0042344;GO:0043295;GO:0046256;GO:0048527;GO:0060416;GO:0080148;GO:1900367;GO:2000030,glutathione transferase activity;protein binding;nucleus;cytoplasm;glutathione metabolic process;response to oxidative stress;toxin catabolic process;response to cold;response to gravity;response to herbicide;response to salt stress;de-etiolation;response to salicylic acid;indole glucosinolate catabolic process;glutathione binding;2,4,6-trinitrotoluene catabolic process;lateral root development;response to growth hormone;negative regulation of response to water deprivation;positive regulation of defense response to insect;regulation of response to red or far red light,EC:2.5.1.18,glutathione transferase,,
Xele.ptg000003l.932_1,RecName: Full=Cytochrome P450 709B2 [Arabidopsis thaliana],sp|F4IK45.1|RecName: Full=Cytochrome P450 709B2 [Arabidopsis thaliana],0.0E0,Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana,GO:0005737;GO:0008395;GO:0008610;GO:0009651;GO:0009737;GO:0009741;GO:0010268;GO:0016020;GO:0016131;GO:0016705;GO:0033466;GO:0043231;GO:0046872,cytoplasm;steroid hydroxylase activity;lipid biosynthetic process;response to salt stress;response to abscisic acid;response to brassinosteroid;brassinosteroid homeostasis;membrane;brassinosteroid metabolic process;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;trans-zeatin biosynthetic process;intracellular membrane-bounded organelle;metal ion binding,EC:1.14,Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2,,
Xele.ptg000003l.1341_1,RecName: Full=Probable serine/threonine-protein kinase SIS8; AltName: Full=MAPKK kinase SIS8; AltName: Full=Protein SUGAR INSENSITIVE 8 [Arabidopsis thaliana],sp|Q9C9U5.1|RecName: Full=Probable serine/threonine-protein kinase SIS8 AltName: Full=MAPKK kinase SIS8 AltName: Full=Protein SUGAR INSENSITIVE 8 [Arabidopsis thaliana],3.5E-114,Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana,GO:0000165;GO:0002229;GO:0004709;GO:0004712;GO:0004713;GO:0005515;GO:0005634;GO:0005769;GO:0005773;GO:0005789;GO:0005802;GO:0005829;GO:0005886;GO:0007639;GO:0008219;GO:0009409;GO:0009414;GO:0009651;GO:0009658;GO:0009686;GO:0009723;GO:0009733;GO:0009744;GO:0009750;GO:0009788;GO:0010182;GO:0012510;GO:0015026;GO:0046777;GO:0048510;GO:0048653;GO:0071244;GO:0090333;GO:1900150;GO:1900424;GO:2000030;GO:2000031;GO:2000035;GO:2000069,MAPK cascade;defense response to oomycetes;MAP kinase kinase kinase activity;protein serine/threonine/tyrosine kinase activity;protein tyrosine kinase activity;protein binding;nucleus;early endosome;vacuole;endoplasmic reticulum membrane;trans-Golgi network;cytosol;plasma membrane;homeostasis of number of meristem cells;cell death;response to cold;response to water deprivation;response to salt stress;chloroplast organization;gibberellin biosynthetic process;response to ethylene;response to auxin;response to sucrose;response to fructose;negative regulation of abscisic acid-activated signaling pathway;sugar mediated signaling pathway;trans-Golgi network transport vesicle membrane;coreceptor activity;protein autophosphorylation;regulation of timing of transition from vegetative to reproductive phase;anther development;cellular response to carbon dioxide;regulation of stomatal closure;regulation of defense response to fungus;regulation of defense response to bacterium;regulation of response to red or far red light;regulation of salicylic acid mediated signaling pathway;regulation of stem cell division;regulation of post-embryonic root development,EC:2.7.11.25;EC:2.7.12.1;EC:2.7.11.1,mitogen-activated protein kinase kinase kinase;dual-specificity kinase;non-specific serine/threonine protein kinase,,
Xele.ptg000003l.1285_1,RecName: Full=DnaJ protein P58IPK homolog; Short=AtP58IPK; AltName: Full=Chaperone protein dnaJ 36; Short=AtDjA36; Short=AtJ36; Flags: Precursor [Arabidopsis thaliana],sp|Q9LYW9.1|RecName: Full=DnaJ protein P58IPK homolog Short=AtP58IPK AltName: Full=Chaperone protein dnaJ 36 Short=AtDjA36 Short=AtJ36 Flags: Precursor [Arabidopsis thaliana],1.2E-15,Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana,GO:0000740;GO:0005506;GO:0005634;GO:0005739;GO:0005788;GO:0008092;GO:0009408;GO:0009507;GO:0009558;GO:0009737;GO:0009860;GO:0009958;GO:0010197;GO:0010198;GO:0010322;GO:0010598;GO:0016020;GO:0016491;GO:0044794;GO:0051085;GO:1902395,nuclear membrane fusion;iron ion binding;nucleus;mitochondrion;endoplasmic reticulum lumen;cytoskeletal protein binding;response to heat;chloroplast;embryo sac cellularization;response to abscisic acid;pollen tube growth;positive gravitropism;polar nucleus fusion;synergid death;regulation of isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway;NAD(P)H dehydrogenase complex (plastoquinone);membrane;oxidoreductase activity;positive regulation by host of viral process;chaperone cofactor-dependent protein refolding;regulation of 1-deoxy-D-xylulose-5-phosphate synthase activity,EC:1,Oxidoreductases,,
Xele.ptg000003l.783_1,RecName: Full=Short-chain dehydrogenase reductase 2a; Short=AtSDR2a [Arabidopsis thaliana],sp|Q9SCU0.1|RecName: Full=Short-chain dehydrogenase reductase 2a Short=AtSDR2a [Arabidopsis thaliana],4.7E-125,Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana,GO:0005829;GO:0006561;GO:0009408;GO:0009414;GO:0009750;GO:0010115;GO:0010182;GO:0010301;GO:0042742;GO:0042802;GO:0043231,cytosol;proline biosynthetic process;response to heat;response to water deprivation;response to fructose;regulation of abscisic acid biosynthetic process;sugar mediated signaling pathway;xanthoxin dehydrogenase (NAD+) activity;defense response to bacterium;identical protein binding;intracellular membrane-bounded organelle,EC:1.1.1.288;EC:1.1.1.1;EC:1.1.1.71,xanthoxin dehydrogenase;alcohol dehydrogenase;alcohol dehydrogenase [NAD(P)(+)],,
Xele.ptg000003l.475_1,RecName: Full=DET1- and DDB1-associated protein 1 [Arabidopsis thaliana],sp|Q9FFS4.1|RecName: Full=DET1- and DDB1-associated protein 1 [Arabidopsis thaliana],2.1E-40,Arabidopsis thaliana,GO:0005515;GO:0005634;GO:0009788;GO:0032436,protein binding;nucleus;negative regulation of abscisic acid-activated signaling pathway;positive regulation of proteasomal ubiquitin-dependent protein catabolic process,,,,
Xele.ptg000003l.101_1,RecName: Full=Cold shock domain-containing protein 4; Short=AtCSP4; AltName: Full=Glycine-rich protein 2b; Short=AtGRP2b [Arabidopsis thaliana],sp|Q38896.1|RecName: Full=Cold shock domain-containing protein 4 Short=AtCSP4 AltName: Full=Glycine-rich protein 2b Short=AtGRP2b [Arabidopsis thaliana],1.5E-26,Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana,GO:0003690;GO:0003697;GO:0003729;GO:0005730;GO:0005829;GO:0008270;GO:0009631;GO:0009651;GO:0009793;GO:0010501;GO:0032508,double-stranded DNA binding;single-stranded DNA binding;mRNA binding;nucleolus;cytosol;zinc ion binding;cold acclimation;response to salt stress;embryo development ending in seed dormancy;RNA secondary structure unwinding;DNA duplex unwinding,,,,
Xele.ptg000003l.736_1,RecName: Full=Phosphoinositide phospholipase C 2; AltName: Full=Phosphoinositide phospholipase PLC2; Short=AtPLC2; Short=PI-PLC2 [Arabidopsis thaliana],sp|Q39033.1|RecName: Full=Phosphoinositide phospholipase C 2 AltName: Full=Phosphoinositide phospholipase PLC2 Short=AtPLC2 Short=PI-PLC2 [Arabidopsis thaliana],0.0E0,Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana,GO:0004629;GO:0005515;GO:0006629;GO:0009409;GO:0009414;GO:0009553;GO:0009556;GO:0009651;GO:0009738;GO:0010601;GO:0042742;GO:0048437;GO:0110165,phospholipase C activity;protein binding;lipid metabolic process;response to cold;response to water deprivation;embryo sac development;microsporogenesis;response to salt stress;abscisic acid-activated signaling pathway;positive regulation of auxin biosynthetic process;defense response to bacterium;floral organ development;cellular anatomical entity,EC:3.1.4,Acting on ester bonds,,
Xele.ptg000003l.1490_1,RecName: Full=Leucine-rich repeat receptor protein kinase HPCA1; AltName: Full=Protein HYDROGEN-PEROXIDE-INDUCED CALCIUM INCREASES 1; Flags: Precursor [Arabidopsis thaliana],sp|Q8GZ99.1|RecName: Full=Leucine-rich repeat receptor protein kinase HPCA1 AltName: Full=Protein HYDROGEN-PEROXIDE-INDUCED CALCIUM INCREASES 1 Flags: Precursor [Arabidopsis thaliana],0.0E0,Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana,GO:0004675;GO:0009593;GO:0009738;GO:0009845;GO:0016324;GO:0019722;GO:0019901;GO:0046777;GO:0048364;GO:0050832;GO:0090333;GO:0090404,transmembrane receptor protein serine/threonine kinase activity;detection of chemical stimulus;abscisic acid-activated signaling pathway;seed germination;apical plasma membrane;calcium-mediated signaling;protein kinase binding;protein autophosphorylation;root development;defense response to fungus;regulation of stomatal closure;pollen tube tip,EC:2.7.11.1;EC:2.7.11.30,non-specific serine/threonine protein kinase;receptor protein serine/threonine kinase,,
Xele.ptg000003l.707_1,RecName: Full=ABC transporter G family member 1; Short=ABC transporter ABCG.1; Short=AtABCG1; AltName: Full=White-brown complex homolog protein 1; Short=AtWBC1 [Arabidopsis thaliana],sp|O80946.1|RecName: Full=ABC transporter G family member 1 Short=ABC transporter ABCG.1 Short=AtABCG1 AltName: Full=White-brown complex homolog protein 1 Short=AtWBC1 [Arabidopsis thaliana],0.0E0,Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana,GO:0005515;GO:0005524;GO:0005775;GO:0005886;GO:0006950;GO:0007034;GO:0009628;GO:0009725;GO:0010051;GO:0010208;GO:0010345;GO:0016887;GO:0140359;GO:1901700;GO:1903825,protein binding;ATP binding;vacuolar lumen;plasma membrane;response to stress;vacuolar transport;response to abiotic stimulus;response to hormone;xylem and phloem pattern formation;pollen wall assembly;suberin biosynthetic process;ATP hydrolysis activity;ABC-type transporter activity;response to oxygen-containing compound;organic acid transmembrane transport,EC:7.2.2;EC:3.6.1.15,Catalysing the translocation of inorganic cations;nucleoside-triphosphate phosphatase,,
Xele.ptg000003l.266_1,RecName: Full=Ethylene-responsive transcription factor 1B; Short=AtERF1B; AltName: Full=Ethylene-responsive element-binding factor 1B; Short=EREBP-1B [Arabidopsis thaliana],sp|Q8LDC8.2|RecName: Full=Ethylene-responsive transcription factor 1B Short=AtERF1B AltName: Full=Ethylene-responsive element-binding factor 1B Short=EREBP-1B [Arabidopsis thaliana],1.7E-50,Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana,GO:0000302;GO:0000976;GO:0003700;GO:0005515;GO:0005634;GO:0005737;GO:0005886;GO:0008219;GO:0009414;GO:0009624;GO:0009644;GO:0009651;GO:0009733;GO:0009735;GO:0009751;GO:0009789;GO:0009861;GO:0009864;GO:0010087;GO:0010105;GO:0010186;GO:0010286;GO:0019760;GO:0045893;GO:0048825;GO:0050832;GO:0051301;GO:0071497;GO:0090332,response to reactive oxygen species;transcription cis-regulatory region binding;DNA-binding transcription factor activity;protein binding;nucleus;cytoplasm;plasma membrane;cell death;response to water deprivation;response to nematode;response to high light intensity;response to salt stress;response to auxin;response to cytokinin;response to salicylic acid;positive regulation of abscisic acid-activated signaling pathway;jasmonic acid and ethylene-dependent systemic resistance;induced systemic resistance, jasmonic acid mediated signaling pathway;phloem or xylem histogenesis;negative regulation of ethylene-activated signaling pathway;positive regulation of cellular defense response;heat acclimation;glucosinolate metabolic process;positive regulation of DNA-templated transcription;cotyledon development;defense response to fungus;cell division;cellular response to freezing;stomatal closure,,,,
Xele.ptg000003l.571_1,RecName: Full=Basic leucine zipper 9; Short=AtbZIP9; Short=bZIP protein 9; AltName: Full=Basic leucine zipper OPAQUE 2 homolog 2; Short=Basic leucine zipper O2 homolog 2 [Arabidopsis thaliana],sp|Q9FUD3.1|RecName: Full=Basic leucine zipper 9 Short=AtbZIP9 Short=bZIP protein 9 AltName: Full=Basic leucine zipper OPAQUE 2 homolog 2 Short=Basic leucine zipper O2 homolog 2 [Arabidopsis thaliana],2.3E-54,Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana,GO:0000976;GO:0002240;GO:0003700;GO:0005634;GO:0005737;GO:0006971;GO:0009267;GO:0009626;GO:0009649;GO:0009744;GO:0009845;GO:0019900;GO:0042803;GO:0045893;GO:0046982;GO:0071215;GO:0071333;GO:0080149;GO:2000693,transcription cis-regulatory region binding;response to molecule of oomycetes origin;DNA-binding transcription factor activity;nucleus;cytoplasm;hypotonic response;cellular response to starvation;plant-type hypersensitive response;entrainment of circadian clock;response to sucrose;seed germination;kinase binding;protein homodimerization activity;positive regulation of DNA-templated transcription;protein heterodimerization activity;cellular response to abscisic acid stimulus;cellular response to glucose stimulus;sucrose induced translational repression;positive regulation of seed maturation,,,,
Xele.ptg000003l.1359_1,RecName: Full=Transcription factor MYB78; AltName: Full=Myb-related protein 78; Short=AtMYB78 [Arabidopsis thaliana],sp|Q9FGY3.1|RecName: Full=Transcription factor MYB78 AltName: Full=Myb-related protein 78 Short=AtMYB78 [Arabidopsis thaliana],1.7E-87,Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana,GO:0000987;GO:0001708;GO:0003700;GO:0005515;GO:0005634;GO:0006952;GO:0008219;GO:0009414;GO:0009585;GO:0009611;GO:0009620;GO:0009651;GO:0009723;GO:0009733;GO:0009737;GO:0009740;GO:0009800;GO:0009867;GO:0009909;GO:0010015;GO:0010089;GO:0010119;GO:0010224;GO:0010345;GO:0010373;GO:0016036;GO:0032880;GO:0035865;GO:0043266;GO:0045723;GO:0045892;GO:0045893;GO:0048354;GO:0048629;GO:0050826;GO:0055062;GO:0080086;GO:0120195;GO:1900386;GO:1902074;GO:1990841;GO:2000039,cis-regulatory region sequence-specific DNA binding;cell fate specification;DNA-binding transcription factor activity;protein binding;nucleus;defense response;cell death;response to water deprivation;red, far-red light phototransduction;response to wounding;response to fungus;response to salt stress;response to ethylene;response to auxin;response to abscisic acid;gibberellic acid mediated signaling pathway;cinnamic acid biosynthetic process;jasmonic acid mediated signaling pathway;regulation of flower development;root morphogenesis;xylem development;regulation of stomatal movement;response to UV-B;suberin biosynthetic process;negative regulation of gibberellin biosynthetic process;cellular response to phosphate starvation;regulation of protein localization;cellular response to potassium ion;regulation of potassium ion transport;positive regulation of fatty acid biosynthetic process;negative regulation of DNA-templated transcription;positive regulation of DNA-templated transcription;mucilage biosynthetic process involved in seed coat development;trichome patterning;response to freezing;phosphate ion homeostasis;stamen filament development;positive regulation of anther dehiscence;positive regulation of flavonol biosynthetic process;response to salt;promoter-specific chromatin binding;regulation of trichome morphogenesis,,,,
Xele.ptg000003l.1452_1,RecName: Full=E3 ubiquitin-protein ligase RHA2B; AltName: Full=RING-H2 finger A2b; AltName: Full=RING-H2 zinc finger protein RHA2b; AltName: Full=RING-type E3 ubiquitin transferase RHA2B [Arabidopsis thaliana],sp|Q9ZU51.2|RecName: Full=E3 ubiquitin-protein ligase RHA2B AltName: Full=RING-H2 finger A2b AltName: Full=RING-H2 zinc finger protein RHA2b AltName: Full=RING-type E3 ubiquitin transferase RHA2B [Arabidopsis thaliana],7.6E-12,Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana,GO:0000976;GO:0005515;GO:0005634;GO:0005737;GO:0009416;GO:0009651;GO:0009687;GO:0009739;GO:0009742;GO:0009789;GO:0009793;GO:0010200;GO:0016567;GO:0033591;GO:0046872;GO:0047484;GO:0061630;GO:1901371,transcription cis-regulatory region binding;protein binding;nucleus;cytoplasm;response to light stimulus;response to salt stress;abscisic acid metabolic process;response to gibberellin;brassinosteroid mediated signaling pathway;positive regulation of abscisic acid-activated signaling pathway;embryo development ending in seed dormancy;response to chitin;protein ubiquitination;response to L-ascorbic acid;metal ion binding;regulation of response to osmotic stress;ubiquitin protein ligase activity;regulation of leaf morphogenesis,EC:2.3.2,Acyltransferases,,
Xele.ptg000003l.152_1,RecName: Full=Auxin-responsive protein SAUR66; AltName: Full=Protein SMALL AUXIN UP RNA 66 [Arabidopsis thaliana],sp|Q9C7Q1.1|RecName: Full=Auxin-responsive protein SAUR66 AltName: Full=Protein SMALL AUXIN UP RNA 66 [Arabidopsis thaliana],3.8E-23,Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana,GO:0005515;GO:0005634;GO:0005737;GO:0005886;GO:0009641;GO:0009733;GO:0009737;GO:0009741;GO:0010202;GO:0030307;GO:0042255;GO:0051510;GO:0080086;GO:0090406;GO:1900057;GO:1900140;GO:2000012,protein binding;nucleus;cytoplasm;plasma membrane;shade avoidance;response to auxin;response to abscisic acid;response to brassinosteroid;response to low fluence red light stimulus;positive regulation of cell growth;ribosome assembly;regulation of unidimensional cell growth;stamen filament development;pollen tube;positive regulation of leaf senescence;regulation of seedling development;regulation of auxin polar transport,,,,
Xele.ptg000003l.974_1,RecName: Full=RNA polymerase II C-terminal domain phosphatase-like 5; Short=FCP-like 5; AltName: Full=Carboxyl-terminal phosphatase-like 5; Short=AtCPL5; Short=CTD phosphatase-like 5 [Arabidopsis thaliana],sp|F4JCB2.2|RecName: Full=RNA polymerase II C-terminal domain phosphatase-like 5 Short=FCP-like 5 AltName: Full=Carboxyl-terminal phosphatase-like 5 Short=AtCPL5 Short=CTD phosphatase-like 5 [Arabidopsis thaliana],9.1E-33,Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana,GO:0005515;GO:0005634;GO:0006355;GO:0008420;GO:0009409;GO:0009414;GO:0009651;GO:0009788;GO:1900369;GO:1902074,protein binding;nucleus;regulation of DNA-templated transcription;RNA polymerase II CTD heptapeptide repeat phosphatase activity;response to cold;response to water deprivation;response to salt stress;negative regulation of abscisic acid-activated signaling pathway;negative regulation of post-transcriptional gene silencing by regulatory ncRNA;response to salt,EC:3.1.3.16,protein-serine/threonine phosphatase,,
Xele.ptg000003l.189_1,RecName: Full=SNF1-related protein kinase catalytic subunit alpha KIN10; Short=AKIN10; AltName: Full=AKIN alpha-2; Short=AKINalpha2; AltName: Full=SNF1-related kinase 1.1; Short=SnRK1.1 [Arabidopsis thaliana],sp|Q38997.3|RecName: Full=SNF1-related protein kinase catalytic subunit alpha KIN10 Short=AKIN10 AltName: Full=AKIN alpha-2 Short=AKINalpha2 AltName: Full=SNF1-related kinase 1.1 Short=SnRK1.1 [Arabidopsis thaliana],0.0E0,Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana;Arabidopsis thaliana,GO:0000152;GO:0001666;GO:0004674;GO:0005524;GO:0005783;GO:0005794;GO:0005829;GO:0005886;GO:0005982;GO:0006633;GO:0006979;GO:0009268;GO:0009409;GO:0009414;GO:0009507;GO:0009594;GO:0009611;GO:0009635;GO:0009705;GO:0009749;GO:0009788;GO:0009789;GO:0010050;GO:0010182;GO:0010228;GO:0010353;GO:0010508;GO:0010540;GO:0010555;GO:0019900;GO:0019902;GO:0030007;GO:0042128;GO:0042538;GO:0043266;GO:0046777;GO:0050688;GO:0050832;GO:0051365;GO:0051592;GO:0080022;GO:0106310;GO:1900055;GO:1902074,nuclear ubiquitin ligase complex;response to hypoxia;protein serine/threonine kinase activity;ATP binding;endoplasmic reticulum;Golgi apparatus;cytosol;plasma membrane;starch metabolic process;fatty acid biosynthetic process;response to oxidative stress;response to pH;response to cold;response to water deprivation;chloroplast;detection of nutrient;response to wounding;response to herbicide;plant-type vacuole membrane;response to glucose;negative regulation of abscisic acid-activated signaling pathway;positive regulation of abscisic acid-activated signaling pathway;vegetative phase change;sugar mediated signaling pathway;vegetative to reproductive phase transition of meristem;response to trehalose;positive regulation of autophagy;basipetal auxin transport;response to mannitol;kinase binding;phosphatase binding;intracellular potassium ion homeostasis;nitrate assimilation;hyperosmotic salinity response;regulation of potassium ion transport;protein autophosphorylation;regulation of defense response to virus;defense response to fungus;cellular response to potassium ion starvation;response to calcium ion;primary root development;protein serine kinase activity;regulation of leaf senescence;response to salt,EC:2.7.11.1,non-specific serine/threonine protein kinase,,
